sample_id,round,compiler,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r05-o15-gcc13_scalar-36864,5,gcc13_scalar,36864,781250,450000000,524108056,996272629659386701,996272629659386701,1150378160,3487500319,1150378152,524138308,524138308,1
r05-o16-clang18_scalar-262144,5,clang18_scalar,262144,85450,350003200,431090772,756379970254730359,756379970254730359,946214886,1837517921,946214918,431121752,431121752,1
r05-o17-gcc13_scalar-6291456,5,gcc13_scalar,6291456,1221,120029184,710743618,257963754663396029,257963754663396029,1560027779,930226495,1560027766,710777411,710777411,1
r05-o18-clang18_scalar-1048576,5,clang18_scalar,1048576,15259,250003456,619063094,540782577536582989,540782577536582989,1358798538,1312519265,1358798518,619093996,619093996,1
r05-o19-gcc13_auto-32768,5,gcc13_auto,32768,878907,450000384,435740914,995719398065972051,995719398065972051,956419747,3487503295,956419728,435771771,435771771,1
r05-o20-clang18_auto-32768,5,clang18_auto,32768,878907,450000384,283271232,995719398065972051,995719398065972051,621762944,2362503137,621762966,283302036,283302036,1
r05-o21-gcc13_auto-1048576,5,gcc13_auto,1048576,15259,250003456,691288624,540782577536582989,540782577536582989,1517325351,1937527103,1517325326,691318734,691318734,1
r05-o22-gcc13_scalar-262144,5,gcc13_scalar,262144,85450,350003200,491381170,756379970254730359,756379970254730359,1078544916,2712525119,1078544918,491411162,491411162,1
r05-o23-clang18_auto-1048576,5,clang18_auto,1048576,15259,250003456,619008618,540782577536582989,540782577536582989,1358679593,1312519265,1358679608,619041975,619041975,1
r05-o24-clang18_scalar-6291456,5,clang18_scalar,6291456,1221,120029184,755703890,257963754663396029,257963754663396029,1658713641,630154337,1658713650,755737258,755737258,1
r05-o25-gcc13_auto-536870912,5,gcc13_auto,536870912,3,25165824,316196067,54016160691990295,54016160691990295,694029347,195035455,694029336,316231152,316231152,1
r05-o26-gcc13_auto-8388608,5,gcc13_auto,8388608,916,120061952,859868037,257992015106286337,257992015106286337,1887344144,930480447,1887344140,859902021,859902021,1
r05-o27-clang18_auto-8388608,5,clang18_auto,8388608,916,120061952,786015731,257992015106286337,257992015106286337,1725245287,630326369,1725245280,786049679,786049679,1
r05-o28-gcc13_scalar-536870912,5,gcc13_scalar,536870912,3,25165824,328964306,54016160691990295,54016160691990295,722053902,195035455,722053904,328996909,328996909,1
r06-o01-clang18_scalar-6291456,6,clang18_scalar,6291456,1221,120029184,648657562,257963754663396029,257963754663396029,1423755734,630154337,1423755696,648691386,648691386,1
r06-o02-clang18_auto-32768,6,clang18_auto,32768,878907,450000384,282150708,995719398065972051,995719398065972051,619304073,2362503137,619304092,282182904,282182904,1
r06-o03-gcc13_auto-536870912,6,gcc13_auto,536870912,3,25165824,316375598,54016160691990295,54016160691990295,694422857,195035455,694422850,316410882,316410882,1
r06-o04-clang18_auto-536870912,6,clang18_auto,536870912,3,25165824,310414769,54016160691990295,54016160691990295,681341275,132121697,681341254,310451327,310451327,1
r06-o05-clang18_scalar-536870912,6,clang18_scalar,536870912,3,25165824,314076579,54016160691990295,54016160691990295,689379031,132121697,689379064,314110294,314110294,1
r06-o06-clang18_scalar-36864,6,clang18_scalar,36864,781250,450000000,375771014,996272629659386701,996272629659386701,824792448,2362501121,824792452,375800437,375800437,1
r06-o07-clang18_auto-36864,6,clang18_auto,36864,781250,450000000,377789182,996272629659386701,996272629659386701,829221891,2362501121,829221888,377819643,377819643,1
r06-o08-clang18_auto-6291456,6,clang18_auto,6291456,1221,120029184,736072809,257963754663396029,257963754663396029,1615625254,630154337,1615625242,736107078,736107078,1
r06-o09-clang18_scalar-32768,6,clang18_scalar,32768,878907,450000384,282066130,995719398065972051,995719398065972051,619118745,2362503137,619118742,282097357,282097357,1
r06-o10-clang18_auto-262144,6,clang18_auto,262144,85450,350003200,412249941,756379970254730359,756379970254730359,904860220,1837517921,904860220,412280882,412280882,1
r06-o11-gcc13_scalar-1048576,6,gcc13_scalar,1048576,15259,250003456,691502485,540782577536582989,540782577536582989,1517794467,1937527103,1517794476,691532064,691532064,1
r06-o12-gcc13_auto-36864,6,gcc13_auto,36864,781250,450000000,524092671,996272629659386701,996272629659386701,1150344288,3487500319,1150344316,524122785,524122785,1
r06-o13-gcc13_scalar-6291456,6,gcc13_scalar,6291456,1221,120029184,607406084,257963754663396029,257963754663396029,1333210796,930226495,1333210780,607439223,607439223,1
r06-o14-gcc13_scalar-32768,6,gcc13_scalar,32768,878907,450000384,435828520,995719398065972051,995719398065972051,956611201,3487503295,956611194,435856596,435856596,1
r06-o15-gcc13_scalar-262144,6,gcc13_scalar,262144,85450,350003200,524833346,756379970254730359,756379970254730359,1151970292,2712525119,1151970270,524864253,524864253,1
r06-o16-gcc13_scalar-36864,6,gcc13_scalar,36864,781250,450000000,524715149,996272629659386701,996272629659386701,1151710046,3487500319,1151710032,524742707,524742707,1
r06-o17-clang18_scalar-1048576,6,clang18_scalar,1048576,15259,250003456,620909456,540782577536582989,540782577536582989,1362850881,1312519265,1362850896,620940291,620940291,1
r06-o18-clang18_scalar-8388608,6,clang18_scalar,8388608,916,120061952,897187934,257992015106286337,257992015106286337,1969259211,630326369,1969259182,897221156,897221156,1
r06-o19-gcc13_scalar-8388608,6,gcc13_scalar,8388608,916,120061952,820417997,257992015106286337,257992015106286337,1800753467,930480447,1800753504,820450800,820450800,1
r06-o20-gcc13_auto-6291456,6,gcc13_auto,6291456,1221,120029184,604424945,257963754663396029,257963754663396029,1326667412,930226495,1326667430,604459979,604459979,1
r06-o21-gcc13_auto-8388608,6,gcc13_auto,8388608,916,120061952,885686260,257992015106286337,257992015106286337,1944012662,930480447,1944012686,885718776,885718776,1
r06-o22-gcc13_auto-1048576,6,gcc13_auto,1048576,15259,250003456,690866955,540782577536582989,540782577536582989,1516399717,1937527103,1516399720,690898003,690898003,1
r06-o23-gcc13_scalar-536870912,6,gcc13_scalar,536870912,3,25165824,316194804,54016160691990295,54016160691990295,694026313,195035455,694026322,316227560,316227560,1
r06-o24-gcc13_auto-262144,6,gcc13_auto,262144,85450,350003200,542312976,756379970254730359,756379970254730359,1190336061,2712525119,1190336070,542344533,542344533,1
r06-o25-clang18_scalar-262144,6,clang18_scalar,262144,85450,350003200,415485676,756379970254730359,756379970254730359,911962890,1837517921,911962854,415517808,415517808,1
r06-o26-clang18_auto-1048576,6,clang18_auto,1048576,15259,250003456,622347469,540782577536582989,540782577536582989,1366007923,1312519265,1366007940,622380800,622380800,1
r06-o27-clang18_auto-8388608,6,clang18_auto,8388608,916,120061952,740636850,257992015106286337,257992015106286337,1625643116,630326369,1625643118,740670930,740670930,1
r06-o28-gcc13_auto-32768,6,gcc13_auto,32768,878907,450000384,436565088,995719398065972051,995719398065972051,958228099,3487503295,958228106,436596110,436596110,1
r07-o01-clang18_scalar-262144,7,clang18_scalar,262144,85450,350003200,560420099,756379970254730359,756379970254730359,1230082126,1837517921,1230082128,560452110,560452110,1
