round,language,implementation,value_type,footprint_bytes,passes
6,go,scalar,string16,67108864,32
6,cpp,avx2,double,32768,65536
6,cpp,avx2,double,262144,8192
6,cpp,avx2,double,1048576,2048
6,cpp,avx2,double,8388608,256
6,cpp,avx2,double,67108864,32
6,rust,scalar,string16,32768,65536
6,rust,scalar,string16,262144,8192
6,rust,scalar,string16,1048576,2048
6,rust,scalar,string16,8388608,256
6,rust,scalar,string16,67108864,32
6,c,avx2,double,32768,65536
6,c,avx2,double,262144,8192
6,c,avx2,double,1048576,2048
6,c,avx2,double,8388608,256
6,c,avx2,double,67108864,32
6,c,avx2,string16,32768,65536
6,c,avx2,string16,262144,8192
6,c,avx2,string16,1048576,2048
6,c,avx2,string16,8388608,256
6,c,avx2,string16,67108864,32
6,c,avx2,int,32768,65536
6,c,avx2,int,262144,8192
6,c,avx2,int,1048576,2048
6,c,avx2,int,8388608,256
6,c,avx2,int,67108864,32
6,c,scalar,string16,32768,65536
6,c,scalar,string16,262144,8192
6,c,scalar,string16,1048576,2048
6,c,scalar,string16,8388608,256
6,c,scalar,string16,67108864,32
6,cpp,scalar,float,32768,65536
6,cpp,scalar,float,262144,8192
6,cpp,scalar,float,1048576,2048
6,cpp,scalar,float,8388608,256
6,cpp,scalar,float,67108864,32
6,rust,scalar,int,32768,65536
6,rust,scalar,int,262144,8192
6,rust,scalar,int,1048576,2048
6,rust,scalar,int,8388608,256
6,rust,scalar,int,67108864,32
6,cpp,scalar,int,32768,65536
6,cpp,scalar,int,262144,8192
6,cpp,scalar,int,1048576,2048
6,cpp,scalar,int,8388608,256
6,cpp,scalar,int,67108864,32
6,rust,scalar,float,32768,65536
6,rust,scalar,float,262144,8192
6,rust,scalar,float,1048576,2048
6,rust,scalar,float,8388608,256
6,rust,scalar,float,67108864,32
6,c,avx2,short,32768,65536
6,c,avx2,short,262144,8192
6,c,avx2,short,1048576,2048
6,c,avx2,short,8388608,256
6,c,avx2,short,67108864,32
6,cpp,scalar,double,32768,65536
6,cpp,scalar,double,262144,8192
6,cpp,scalar,double,1048576,2048
6,cpp,scalar,double,8388608,256
6,cpp,scalar,double,67108864,32
6,go,scalar,short,32768,65536
6,go,scalar,short,262144,8192
6,go,scalar,short,1048576,2048
6,go,scalar,short,8388608,256
6,go,scalar,short,67108864,32
6,go,scalar,int,32768,65536
6,go,scalar,int,262144,8192
6,go,scalar,int,1048576,2048
6,go,scalar,int,8388608,256
6,go,scalar,int,67108864,32
6,rust,scalar,short,32768,65536
6,rust,scalar,short,262144,8192
6,rust,scalar,short,1048576,2048
6,rust,scalar,short,8388608,256
6,rust,scalar,short,67108864,32
6,cpp,avx2,string16,32768,65536
6,cpp,avx2,string16,262144,8192
6,cpp,avx2,string16,1048576,2048
6,cpp,avx2,string16,8388608,256
6,cpp,avx2,string16,67108864,32
6,go,scalar,float,32768,65536
6,go,scalar,float,262144,8192
6,go,scalar,float,1048576,2048
6,go,scalar,float,8388608,256
6,go,scalar,float,67108864,32
6,c,avx2,float,32768,65536
6,c,avx2,float,262144,8192
6,c,avx2,float,1048576,2048
6,c,avx2,float,8388608,256
6,c,avx2,float,67108864,32
7,c,scalar,float,32768,65536
7,c,scalar,float,262144,8192
7,c,scalar,float,1048576,2048
7,c,scalar,float,8388608,256
7,c,scalar,float,67108864,32
7,c,scalar,string16,32768,65536
7,c,scalar,string16,262144,8192
7,c,scalar,string16,1048576,2048
7,c,scalar,string16,8388608,256
7,c,scalar,string16,67108864,32
7,cpp,scalar,int,32768,65536
7,cpp,scalar,int,262144,8192
7,cpp,scalar,int,1048576,2048
7,cpp,scalar,int,8388608,256
7,cpp,scalar,int,67108864,32
7,rust,scalar,double,32768,65536
7,rust,scalar,double,262144,8192
7,rust,scalar,double,1048576,2048
7,rust,scalar,double,8388608,256
7,rust,scalar,double,67108864,32
7,rust,scalar,int,32768,65536
7,rust,scalar,int,262144,8192
7,rust,scalar,int,1048576,2048
7,rust,scalar,int,8388608,256
7,rust,scalar,int,67108864,32
7,c,avx2,string16,32768,65536
7,c,avx2,string16,262144,8192
7,c,avx2,string16,1048576,2048
7,c,avx2,string16,8388608,256
7,c,avx2,string16,67108864,32
7,c,avx2,float,32768,65536
7,c,avx2,float,262144,8192
7,c,avx2,float,1048576,2048
7,c,avx2,float,8388608,256
7,c,avx2,float,67108864,32
7,cpp,avx2,short,32768,65536
7,cpp,avx2,short,262144,8192
7,cpp,avx2,short,1048576,2048
7,cpp,avx2,short,8388608,256
7,cpp,avx2,short,67108864,32
7,cpp,scalar,short,32768,65536
7,cpp,scalar,short,262144,8192
7,cpp,scalar,short,1048576,2048
7,cpp,scalar,short,8388608,256
7,cpp,scalar,short,67108864,32
7,cpp,scalar,float,32768,65536
7,cpp,scalar,float,262144,8192
7,cpp,scalar,float,1048576,2048
7,cpp,scalar,float,8388608,256
7,cpp,scalar,float,67108864,32
7,c,scalar,double,32768,65536
7,c,scalar,double,262144,8192
7,c,scalar,double,1048576,2048
7,c,scalar,double,8388608,256
7,c,scalar,double,67108864,32
7,c,avx2,double,32768,65536
7,c,avx2,double,262144,8192
7,c,avx2,double,1048576,2048
7,c,avx2,double,8388608,256
7,c,avx2,double,67108864,32
7,cpp,avx2,float,32768,65536
7,cpp,avx2,float,262144,8192
7,cpp,avx2,float,1048576,2048
7,cpp,avx2,float,8388608,256
7,cpp,avx2,float,67108864,32
7,go,scalar,string16,32768,65536
7,go,scalar,string16,262144,8192
7,go,scalar,string16,1048576,2048
7,go,scalar,string16,8388608,256
7,go,scalar,string16,67108864,32
7,go,scalar,short,32768,65536
7,go,scalar,short,262144,8192
7,go,scalar,short,1048576,2048
7,go,scalar,short,8388608,256
7,go,scalar,short,67108864,32
7,go,scalar,int,32768,65536
7,go,scalar,int,262144,8192
7,go,scalar,int,1048576,2048
7,go,scalar,int,8388608,256
7,go,scalar,int,67108864,32
7,go,scalar,double,32768,65536
7,go,scalar,double,262144,8192
7,go,scalar,double,1048576,2048
7,go,scalar,double,8388608,256
7,go,scalar,double,67108864,32
7,cpp,avx2,string16,32768,65536
7,cpp,avx2,string16,262144,8192
7,cpp,avx2,string16,1048576,2048
7,cpp,avx2,string16,8388608,256
7,cpp,avx2,string16,67108864,32
7,c,scalar,int,32768,65536
7,c,scalar,int,262144,8192
7,c,scalar,int,1048576,2048
7,c,scalar,int,8388608,256
7,c,scalar,int,67108864,32
7,c,avx2,short,32768,65536
7,c,avx2,short,262144,8192
7,c,avx2,short,1048576,2048
7,c,avx2,short,8388608,256
7,c,avx2,short,67108864,32
7,cpp,avx2,int,32768,65536
7,cpp,avx2,int,262144,8192
7,cpp,avx2,int,1048576,2048
7,cpp,avx2,int,8388608,256
7,cpp,avx2,int,67108864,32
7,c,avx2,int,32768,65536
7,c,avx2,int,262144,8192
7,c,avx2,int,1048576,2048
7,c,avx2,int,8388608,256
7,c,avx2,int,67108864,32
7,rust,scalar,short,32768,65536
7,rust,scalar,short,262144,8192
7,rust,scalar,short,1048576,2048
7,rust,scalar,short,8388608,256
7,rust,scalar,short,67108864,32
7,cpp,avx2,double,32768,65536
7,cpp,avx2,double,262144,8192
7,cpp,avx2,double,1048576,2048
7,cpp,avx2,double,8388608,256
7,cpp,avx2,double,67108864,32
7,rust,scalar,string16,32768,65536
7,rust,scalar,string16,262144,8192
7,rust,scalar,string16,1048576,2048
7,rust,scalar,string16,8388608,256
7,rust,scalar,string16,67108864,32
7,go,scalar,float,32768,65536
7,go,scalar,float,262144,8192
7,go,scalar,float,1048576,2048
7,go,scalar,float,8388608,256
7,go,scalar,float,67108864,32
7,rust,scalar,float,32768,65536
7,rust,scalar,float,262144,8192
7,rust,scalar,float,1048576,2048
7,rust,scalar,float,8388608,256
7,rust,scalar,float,67108864,32
7,c,scalar,short,32768,65536
7,c,scalar,short,262144,8192
7,c,scalar,short,1048576,2048
7,c,scalar,short,8388608,256
7,c,scalar,short,67108864,32
7,cpp,scalar,string16,32768,65536
7,cpp,scalar,string16,262144,8192
7,cpp,scalar,string16,1048576,2048
7,cpp,scalar,string16,8388608,256
7,cpp,scalar,string16,67108864,32
7,cpp,scalar,double,32768,65536
7,cpp,scalar,double,262144,8192
7,cpp,scalar,double,1048576,2048
7,cpp,scalar,double,8388608,256
7,cpp,scalar,double,67108864,32
8,rust,scalar,string16,32768,65536
8,rust,scalar,string16,262144,8192
8,rust,scalar,string16,1048576,2048
8,rust,scalar,string16,8388608,256
8,rust,scalar,string16,67108864,32
8,c,scalar,string16,32768,65536
8,c,scalar,string16,262144,8192
8,c,scalar,string16,1048576,2048
8,c,scalar,string16,8388608,256
8,c,scalar,string16,67108864,32
8,go,scalar,string16,32768,65536
8,go,scalar,string16,262144,8192
8,go,scalar,string16,1048576,2048
8,go,scalar,string16,8388608,256
8,go,scalar,string16,67108864,32
8,cpp,scalar,double,32768,65536
8,cpp,scalar,double,262144,8192
8,cpp,scalar,double,1048576,2048
8,cpp,scalar,double,8388608,256
8,cpp,scalar,double,67108864,32
8,rust,scalar,int,32768,65536
8,rust,scalar,int,262144,8192
8,rust,scalar,int,1048576,2048
8,rust,scalar,int,8388608,256
8,rust,scalar,int,67108864,32
8,rust,scalar,float,32768,65536
8,rust,scalar,float,262144,8192
8,rust,scalar,float,1048576,2048
8,rust,scalar,float,8388608,256
8,rust,scalar,float,67108864,32
8,cpp,scalar,float,32768,65536
8,cpp,scalar,float,262144,8192
8,cpp,scalar,float,1048576,2048
8,cpp,scalar,float,8388608,256
8,cpp,scalar,float,67108864,32
8,c,scalar,int,32768,65536
8,c,scalar,int,262144,8192
8,c,scalar,int,1048576,2048
8,c,scalar,int,8388608,256
8,c,scalar,int,67108864,32
8,cpp,avx2,short,32768,65536
8,cpp,avx2,short,262144,8192
8,cpp,avx2,short,1048576,2048
8,cpp,avx2,short,8388608,256
8,cpp,avx2,short,67108864,32
8,c,avx2,int,32768,65536
8,c,avx2,int,262144,8192
8,c,avx2,int,1048576,2048
8,c,avx2,int,8388608,256
8,c,avx2,int,67108864,32
8,go,scalar,float,32768,65536
8,go,scalar,float,262144,8192
8,go,scalar,float,1048576,2048
8,go,scalar,float,8388608,256
8,go,scalar,float,67108864,32
8,c,scalar,float,32768,65536
8,c,scalar,float,262144,8192
8,c,scalar,float,1048576,2048
8,c,scalar,float,8388608,256
8,c,scalar,float,67108864,32
8,cpp,avx2,string16,32768,65536
8,cpp,avx2,string16,262144,8192
8,cpp,avx2,string16,1048576,2048
8,cpp,avx2,string16,8388608,256
8,cpp,avx2,string16,67108864,32
8,cpp,scalar,short,32768,65536
8,cpp,scalar,short,262144,8192
8,cpp,scalar,short,1048576,2048
8,cpp,scalar,short,8388608,256
8,cpp,scalar,short,67108864,32
8,go,scalar,short,32768,65536
8,go,scalar,short,262144,8192
8,go,scalar,short,1048576,2048
8,go,scalar,short,8388608,256
8,go,scalar,short,67108864,32
8,cpp,avx2,int,32768,65536
8,cpp,avx2,int,262144,8192
8,cpp,avx2,int,1048576,2048
8,cpp,avx2,int,8388608,256
8,cpp,avx2,int,67108864,32
8,cpp,avx2,double,32768,65536
8,cpp,avx2,double,262144,8192
8,cpp,avx2,double,1048576,2048
8,cpp,avx2,double,8388608,256
8,cpp,avx2,double,67108864,32
8,cpp,avx2,float,32768,65536
8,cpp,avx2,float,262144,8192
8,cpp,avx2,float,1048576,2048
8,cpp,avx2,float,8388608,256
8,cpp,avx2,float,67108864,32
8,rust,scalar,short,32768,65536
8,rust,scalar,short,262144,8192
8,rust,scalar,short,1048576,2048
8,rust,scalar,short,8388608,256
8,rust,scalar,short,67108864,32
8,c,avx2,string16,32768,65536
8,c,avx2,string16,262144,8192
8,c,avx2,string16,1048576,2048
8,c,avx2,string16,8388608,256
8,c,avx2,string16,67108864,32
8,go,scalar,int,32768,65536
8,go,scalar,int,262144,8192
8,go,scalar,int,1048576,2048
8,go,scalar,int,8388608,256
8,go,scalar,int,67108864,32
8,c,avx2,float,32768,65536
8,c,avx2,float,262144,8192
8,c,avx2,float,1048576,2048
8,c,avx2,float,8388608,256
8,c,avx2,float,67108864,32
8,cpp,scalar,int,32768,65536
8,cpp,scalar,int,262144,8192
8,cpp,scalar,int,1048576,2048
8,cpp,scalar,int,8388608,256
8,cpp,scalar,int,67108864,32
8,c,scalar,double,32768,65536
8,c,scalar,double,262144,8192
8,c,scalar,double,1048576,2048
8,c,scalar,double,8388608,256
8,c,scalar,double,67108864,32
8,cpp,scalar,string16,32768,65536
8,cpp,scalar,string16,262144,8192
8,cpp,scalar,string16,1048576,2048
8,cpp,scalar,string16,8388608,256
8,cpp,scalar,string16,67108864,32
8,rust,scalar,double,32768,65536
8,rust,scalar,double,262144,8192
8,rust,scalar,double,1048576,2048
8,rust,scalar,double,8388608,256
8,rust,scalar,double,67108864,32
8,c,avx2,double,32768,65536
8,c,avx2,double,262144,8192
8,c,avx2,double,1048576,2048
8,c,avx2,double,8388608,256
8,c,avx2,double,67108864,32
8,c,scalar,short,32768,65536
8,c,scalar,short,262144,8192
8,c,scalar,short,1048576,2048
8,c,scalar,short,8388608,256
8,c,scalar,short,67108864,32
8,c,avx2,short,32768,65536
8,c,avx2,short,262144,8192
8,c,avx2,short,1048576,2048
8,c,avx2,short,8388608,256
8,c,avx2,short,67108864,32
8,go,scalar,double,32768,65536
8,go,scalar,double,262144,8192
8,go,scalar,double,1048576,2048
8,go,scalar,double,8388608,256
8,go,scalar,double,67108864,32
9,c,scalar,short,32768,65536
9,c,scalar,short,262144,8192
9,c,scalar,short,1048576,2048
9,c,scalar,short,8388608,256
9,c,scalar,short,67108864,32
9,rust,scalar,string16,32768,65536
9,rust,scalar,string16,262144,8192
9,rust,scalar,string16,1048576,2048
9,rust,scalar,string16,8388608,256
9,rust,scalar,string16,67108864,32
9,c,scalar,string16,32768,65536
9,c,scalar,string16,262144,8192
9,c,scalar,string16,1048576,2048
9,c,scalar,string16,8388608,256
9,c,scalar,string16,67108864,32
9,cpp,avx2,double,32768,65536
9,cpp,avx2,double,262144,8192
9,cpp,avx2,double,1048576,2048
9,cpp,avx2,double,8388608,256
9,cpp,avx2,double,67108864,32
9,go,scalar,int,32768,65536
9,go,scalar,int,262144,8192
9,go,scalar,int,1048576,2048
9,go,scalar,int,8388608,256
9,go,scalar,int,67108864,32
9,cpp,scalar,string16,32768,65536
9,cpp,scalar,string16,262144,8192
9,cpp,scalar,string16,1048576,2048
9,cpp,scalar,string16,8388608,256
9,cpp,scalar,string16,67108864,32
9,cpp,avx2,int,32768,65536
9,cpp,avx2,int,262144,8192
9,cpp,avx2,int,1048576,2048
9,cpp,avx2,int,8388608,256
9,cpp,avx2,int,67108864,32
9,c,avx2,double,32768,65536
9,c,avx2,double,262144,8192
9,c,avx2,double,1048576,2048
9,c,avx2,double,8388608,256
9,c,avx2,double,67108864,32
9,cpp,scalar,double,32768,65536
9,cpp,scalar,double,262144,8192
9,cpp,scalar,double,1048576,2048
9,cpp,scalar,double,8388608,256
9,cpp,scalar,double,67108864,32
9,cpp,avx2,float,32768,65536
9,cpp,avx2,float,262144,8192
9,cpp,avx2,float,1048576,2048
9,cpp,avx2,float,8388608,256
9,cpp,avx2,float,67108864,32
9,rust,scalar,int,32768,65536
9,rust,scalar,int,262144,8192
9,rust,scalar,int,1048576,2048
9,rust,scalar,int,8388608,256
9,rust,scalar,int,67108864,32
9,cpp,scalar,float,32768,65536
9,cpp,scalar,float,262144,8192
9,cpp,scalar,float,1048576,2048
9,cpp,scalar,float,8388608,256
9,cpp,scalar,float,67108864,32
9,rust,scalar,short,32768,65536
9,rust,scalar,short,262144,8192
9,rust,scalar,short,1048576,2048
9,rust,scalar,short,8388608,256
9,rust,scalar,short,67108864,32
9,c,scalar,double,32768,65536
9,c,scalar,double,262144,8192
9,c,scalar,double,1048576,2048
9,c,scalar,double,8388608,256
9,c,scalar,double,67108864,32
9,cpp,scalar,int,32768,65536
9,cpp,scalar,int,262144,8192
9,cpp,scalar,int,1048576,2048
9,cpp,scalar,int,8388608,256
9,cpp,scalar,int,67108864,32
9,cpp,scalar,short,32768,65536
9,cpp,scalar,short,262144,8192
9,cpp,scalar,short,1048576,2048
9,cpp,scalar,short,8388608,256
9,cpp,scalar,short,67108864,32
9,cpp,avx2,string16,32768,65536
9,cpp,avx2,string16,262144,8192
9,cpp,avx2,string16,1048576,2048
9,cpp,avx2,string16,8388608,256
9,cpp,avx2,string16,67108864,32
9,rust,scalar,float,32768,65536
9,rust,scalar,float,262144,8192
9,rust,scalar,float,1048576,2048
9,rust,scalar,float,8388608,256
9,rust,scalar,float,67108864,32
9,c,avx2,short,32768,65536
9,c,avx2,short,262144,8192
9,c,avx2,short,1048576,2048
9,c,avx2,short,8388608,256
9,c,avx2,short,67108864,32
9,c,avx2,float,32768,65536
9,c,avx2,float,262144,8192
9,c,avx2,float,1048576,2048
9,c,avx2,float,8388608,256
9,c,avx2,float,67108864,32
9,c,scalar,float,32768,65536
9,c,scalar,float,262144,8192
9,c,scalar,float,1048576,2048
9,c,scalar,float,8388608,256
9,c,scalar,float,67108864,32
9,cpp,avx2,short,32768,65536
9,cpp,avx2,short,262144,8192
9,cpp,avx2,short,1048576,2048
9,cpp,avx2,short,8388608,256
9,cpp,avx2,short,67108864,32
9,rust,scalar,double,32768,65536
9,rust,scalar,double,262144,8192
9,rust,scalar,double,1048576,2048
9,rust,scalar,double,8388608,256
9,rust,scalar,double,67108864,32
9,go,scalar,float,32768,65536
9,go,scalar,float,262144,8192
9,go,scalar,float,1048576,2048
9,go,scalar,float,8388608,256
9,go,scalar,float,67108864,32
9,c,scalar,int,32768,65536
9,c,scalar,int,262144,8192
9,c,scalar,int,1048576,2048
9,c,scalar,int,8388608,256
9,c,scalar,int,67108864,32
9,go,scalar,double,32768,65536
9,go,scalar,double,262144,8192
9,go,scalar,double,1048576,2048
9,go,scalar,double,8388608,256
9,go,scalar,double,67108864,32
9,go,scalar,short,32768,65536
9,go,scalar,short,262144,8192
9,go,scalar,short,1048576,2048
9,go,scalar,short,8388608,256
9,go,scalar,short,67108864,32
9,c,avx2,int,32768,65536
9,c,avx2,int,262144,8192
9,c,avx2,int,1048576,2048
9,c,avx2,int,8388608,256
9,c,avx2,int,67108864,32
9,go,scalar,string16,32768,65536
9,go,scalar,string16,262144,8192
9,go,scalar,string16,1048576,2048
9,go,scalar,string16,8388608,256
9,go,scalar,string16,67108864,32
9,c,avx2,string16,32768,65536
9,c,avx2,string16,262144,8192
9,c,avx2,string16,1048576,2048
9,c,avx2,string16,8388608,256
9,c,avx2,string16,67108864,32
10,c,scalar,string16,32768,65536
10,c,scalar,string16,262144,8192
10,c,scalar,string16,1048576,2048
10,c,scalar,string16,8388608,256
10,c,scalar,string16,67108864,32
10,c,avx2,int,32768,65536
10,c,avx2,int,262144,8192
10,c,avx2,int,1048576,2048
10,c,avx2,int,8388608,256
10,c,avx2,int,67108864,32
10,c,avx2,short,32768,65536
10,c,avx2,short,262144,8192
10,c,avx2,short,1048576,2048
10,c,avx2,short,8388608,256
10,c,avx2,short,67108864,32
10,cpp,scalar,short,32768,65536
10,cpp,scalar,short,262144,8192
10,cpp,scalar,short,1048576,2048
10,cpp,scalar,short,8388608,256
10,cpp,scalar,short,67108864,32
10,c,scalar,float,32768,65536
10,c,scalar,float,262144,8192
10,c,scalar,float,1048576,2048
10,c,scalar,float,8388608,256
10,c,scalar,float,67108864,32
10,c,avx2,double,32768,65536
10,c,avx2,double,262144,8192
10,c,avx2,double,1048576,2048
10,c,avx2,double,8388608,256
10,c,avx2,double,67108864,32
10,cpp,avx2,short,32768,65536
10,cpp,avx2,short,262144,8192
10,cpp,avx2,short,1048576,2048
10,cpp,avx2,short,8388608,256
10,cpp,avx2,short,67108864,32
10,rust,scalar,int,32768,65536
10,rust,scalar,int,262144,8192
10,rust,scalar,int,1048576,2048
10,rust,scalar,int,8388608,256
10,rust,scalar,int,67108864,32
10,rust,scalar,float,32768,65536
10,rust,scalar,float,262144,8192
10,rust,scalar,float,1048576,2048
10,rust,scalar,float,8388608,256
10,rust,scalar,float,67108864,32
10,go,scalar,float,32768,65536
10,go,scalar,float,262144,8192
10,go,scalar,float,1048576,2048
10,go,scalar,float,8388608,256
10,go,scalar,float,67108864,32
10,go,scalar,int,32768,65536
10,go,scalar,int,262144,8192
10,go,scalar,int,1048576,2048
10,go,scalar,int,8388608,256
10,go,scalar,int,67108864,32
10,rust,scalar,double,32768,65536
10,rust,scalar,double,262144,8192
10,rust,scalar,double,1048576,2048
10,rust,scalar,double,8388608,256
10,rust,scalar,double,67108864,32
10,cpp,avx2,int,32768,65536
10,cpp,avx2,int,262144,8192
10,cpp,avx2,int,1048576,2048
10,cpp,avx2,int,8388608,256
10,cpp,avx2,int,67108864,32
10,cpp,avx2,double,32768,65536
10,cpp,avx2,double,262144,8192
10,cpp,avx2,double,1048576,2048
10,cpp,avx2,double,8388608,256
10,cpp,avx2,double,67108864,32
10,cpp,avx2,string16,32768,65536
10,cpp,avx2,string16,262144,8192
10,cpp,avx2,string16,1048576,2048
10,cpp,avx2,string16,8388608,256
10,cpp,avx2,string16,67108864,32
10,cpp,scalar,string16,32768,65536
10,cpp,scalar,string16,262144,8192
10,cpp,scalar,string16,1048576,2048
10,cpp,scalar,string16,8388608,256
10,cpp,scalar,string16,67108864,32
10,c,scalar,int,32768,65536
10,c,scalar,int,262144,8192
10,c,scalar,int,1048576,2048
10,c,scalar,int,8388608,256
10,c,scalar,int,67108864,32
10,c,scalar,short,32768,65536
10,c,scalar,short,262144,8192
10,c,scalar,short,1048576,2048
10,c,scalar,short,8388608,256
10,c,scalar,short,67108864,32
10,rust,scalar,short,32768,65536
10,rust,scalar,short,262144,8192
10,rust,scalar,short,1048576,2048
10,rust,scalar,short,8388608,256
10,rust,scalar,short,67108864,32
10,cpp,scalar,double,32768,65536
10,cpp,scalar,double,262144,8192
10,cpp,scalar,double,1048576,2048
10,cpp,scalar,double,8388608,256
10,cpp,scalar,double,67108864,32
10,rust,scalar,string16,32768,65536
10,rust,scalar,string16,262144,8192
10,rust,scalar,string16,1048576,2048
10,rust,scalar,string16,8388608,256
10,rust,scalar,string16,67108864,32
10,cpp,scalar,float,32768,65536
10,cpp,scalar,float,262144,8192
10,cpp,scalar,float,1048576,2048
10,cpp,scalar,float,8388608,256
10,cpp,scalar,float,67108864,32
10,go,scalar,short,32768,65536
10,go,scalar,short,262144,8192
10,go,scalar,short,1048576,2048
10,go,scalar,short,8388608,256
10,go,scalar,short,67108864,32
10,c,scalar,double,32768,65536
10,c,scalar,double,262144,8192
10,c,scalar,double,1048576,2048
10,c,scalar,double,8388608,256
10,c,scalar,double,67108864,32
10,go,scalar,string16,32768,65536
10,go,scalar,string16,262144,8192
10,go,scalar,string16,1048576,2048
10,go,scalar,string16,8388608,256
10,go,scalar,string16,67108864,32
10,go,scalar,double,32768,65536
10,go,scalar,double,262144,8192
10,go,scalar,double,1048576,2048
10,go,scalar,double,8388608,256
10,go,scalar,double,67108864,32
10,cpp,scalar,int,32768,65536
10,cpp,scalar,int,262144,8192
10,cpp,scalar,int,1048576,2048
10,cpp,scalar,int,8388608,256
10,cpp,scalar,int,67108864,32
10,c,avx2,string16,32768,65536
10,c,avx2,string16,262144,8192
10,c,avx2,string16,1048576,2048
10,c,avx2,string16,8388608,256
10,c,avx2,string16,67108864,32
10,cpp,avx2,float,32768,65536
10,cpp,avx2,float,262144,8192
10,cpp,avx2,float,1048576,2048
10,cpp,avx2,float,8388608,256
10,cpp,avx2,float,67108864,32
10,c,avx2,float,32768,65536
10,c,avx2,float,262144,8192
10,c,avx2,float,1048576,2048
10,c,avx2,float,8388608,256
10,c,avx2,float,67108864,32
11,cpp,avx2,short,32768,65536
11,cpp,avx2,short,262144,8192
11,cpp,avx2,short,1048576,2048
11,cpp,avx2,short,8388608,256
11,cpp,avx2,short,67108864,32
11,go,scalar,int,32768,65536
11,go,scalar,int,262144,8192
11,go,scalar,int,1048576,2048
11,go,scalar,int,8388608,256
11,go,scalar,int,67108864,32
11,go,scalar,short,32768,65536
11,go,scalar,short,262144,8192
11,go,scalar,short,1048576,2048
11,go,scalar,short,8388608,256
11,go,scalar,short,67108864,32
11,go,scalar,double,32768,65536
11,go,scalar,double,262144,8192
11,go,scalar,double,1048576,2048
11,go,scalar,double,8388608,256
11,go,scalar,double,67108864,32
11,cpp,scalar,short,32768,65536
11,cpp,scalar,short,262144,8192
11,cpp,scalar,short,1048576,2048
11,cpp,scalar,short,8388608,256
11,cpp,scalar,short,67108864,32
11,c,avx2,int,32768,65536
11,c,avx2,int,262144,8192
11,c,avx2,int,1048576,2048
11,c,avx2,int,8388608,256
11,c,avx2,int,67108864,32
11,c,scalar,short,32768,65536
11,c,scalar,short,262144,8192
11,c,scalar,short,1048576,2048
11,c,scalar,short,8388608,256
11,c,scalar,short,67108864,32
11,c,avx2,float,32768,65536
11,c,avx2,float,262144,8192
11,c,avx2,float,1048576,2048
11,c,avx2,float,8388608,256
11,c,avx2,float,67108864,32
11,c,scalar,int,32768,65536
11,c,scalar,int,262144,8192
11,c,scalar,int,1048576,2048
11,c,scalar,int,8388608,256
11,c,scalar,int,67108864,32
11,c,avx2,double,32768,65536
11,c,avx2,double,262144,8192
11,c,avx2,double,1048576,2048
11,c,avx2,double,8388608,256
11,c,avx2,double,67108864,32
11,rust,scalar,int,32768,65536
11,rust,scalar,int,262144,8192
11,rust,scalar,int,1048576,2048
11,rust,scalar,int,8388608,256
11,rust,scalar,int,67108864,32
11,c,avx2,short,32768,65536
11,c,avx2,short,262144,8192
11,c,avx2,short,1048576,2048
11,c,avx2,short,8388608,256
11,c,avx2,short,67108864,32
11,go,scalar,string16,32768,65536
11,go,scalar,string16,262144,8192
11,go,scalar,string16,1048576,2048
11,go,scalar,string16,8388608,256
11,go,scalar,string16,67108864,32
11,cpp,avx2,double,32768,65536
11,cpp,avx2,double,262144,8192
11,cpp,avx2,double,1048576,2048
11,cpp,avx2,double,8388608,256
11,cpp,avx2,double,67108864,32
11,c,avx2,string16,32768,65536
11,c,avx2,string16,262144,8192
11,c,avx2,string16,1048576,2048
11,c,avx2,string16,8388608,256
11,c,avx2,string16,67108864,32
11,rust,scalar,double,32768,65536
11,rust,scalar,double,262144,8192
11,rust,scalar,double,1048576,2048
11,rust,scalar,double,8388608,256
11,rust,scalar,double,67108864,32
11,cpp,avx2,int,32768,65536
11,cpp,avx2,int,262144,8192
11,cpp,avx2,int,1048576,2048
11,cpp,avx2,int,8388608,256
11,cpp,avx2,int,67108864,32
11,rust,scalar,float,32768,65536
11,rust,scalar,float,262144,8192
11,rust,scalar,float,1048576,2048
11,rust,scalar,float,8388608,256
11,rust,scalar,float,67108864,32
11,cpp,scalar,int,32768,65536
11,cpp,scalar,int,262144,8192
11,cpp,scalar,int,1048576,2048
11,cpp,scalar,int,8388608,256
11,cpp,scalar,int,67108864,32
11,go,scalar,float,32768,65536
11,go,scalar,float,262144,8192
11,go,scalar,float,1048576,2048
11,go,scalar,float,8388608,256
11,go,scalar,float,67108864,32
11,cpp,avx2,string16,32768,65536
11,cpp,avx2,string16,262144,8192
11,cpp,avx2,string16,1048576,2048
11,cpp,avx2,string16,8388608,256
11,cpp,avx2,string16,67108864,32
11,rust,scalar,string16,32768,65536
11,rust,scalar,string16,262144,8192
11,rust,scalar,string16,1048576,2048
11,rust,scalar,string16,8388608,256
11,rust,scalar,string16,67108864,32
11,c,scalar,double,32768,65536
11,c,scalar,double,262144,8192
11,c,scalar,double,1048576,2048
11,c,scalar,double,8388608,256
11,c,scalar,double,67108864,32
11,cpp,avx2,float,32768,65536
11,cpp,avx2,float,262144,8192
11,cpp,avx2,float,1048576,2048
11,cpp,avx2,float,8388608,256
11,cpp,avx2,float,67108864,32
11,cpp,scalar,float,32768,65536
