sample_id,round,language,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r07-o10-c-262144,7,c,262144,85450,350003200,461526712,756379970254730359,756379970254730359,1013016878,2187520337,1013016884,461555975,461555975,1
r07-o11-rust-536870912,7,rust,536870912,3,25165824,321460485,54016160691990295,54016160691990295,705584104,198181212,705584110,321494409,321494409,1
r07-o12-go-6291456,7,go,6291456,1221,120029184,781990924,257963754663396029,257963754663396029,1711504260,2715736162,1711504212,781046852,781046852,true
r07-o13-c-536870912,7,c,536870912,3,25165824,311724137,54016160691990295,54016160691990295,684213885,157286737,684213860,311756738,311756738,1
r07-o14-c-6291456,7,c,6291456,1221,120029184,937507513,257963754663396029,257963754663396029,2057755472,750182737,2057755480,937539613,937539613,1
r07-o15-cpp-36864,7,cpp,36864,607639,350000064,410277379,774878977565100034,774878977565100034,900529329,2712500815,900529322,410305818,410305818,1
r07-o16-rust-6291456,7,rust,6291456,1221,120029184,917920171,257963754663396029,257963754663396029,2014763274,945230172,2014763256,917953677,917953677,1
r07-o17-c-36864,7,c,36864,607639,350000064,326593776,774878977565100034,774878977565100034,716850365,2187500737,716850376,326622323,326622323,1
r07-o18-cpp-536870912,7,cpp,536870912,3,25165824,316611283,54016160691990295,54016160691990295,694940012,195035455,694940026,316643309,316643309,1
r07-o19-cpp-8388608,7,cpp,8388608,916,120061952,927561779,257992015106286337,257992015106286337,2035925450,930480447,2035925430,927593719,927593719,1
r07-o20-rust-1048576,7,rust,1048576,15259,250003456,627859077,540782577536582989,540782577536582989,1369268580,1968777679,1369268538,624643370,624643370,1
r07-o21-go-32768,7,go,32768,683594,350000128,1019031129,774447998133594241,774447998133594241,2232666686,7918860418,2232667492,1018375044,1018375044,true
r07-o22-go-8388608,7,go,8388608,916,120061952,952067671,257992015106286337,257992015106286337,2083843419,2716487587,2083843190,950951691,950951691,true
r07-o23-c-1048576,7,c,1048576,15259,250003456,620926320,540782577536582989,540782577536582989,1362886141,1562521937,1362886118,620956025,620956025,1
r07-o24-cpp-1048576,7,cpp,1048576,15259,250003456,691433763,540782577536582989,540782577536582989,1517643537,1937527103,1517643534,691463786,691463786,1
r07-o25-c-32768,7,c,32768,683594,350000128,277781609,774447998133594241,774447998133594241,609711245,2187501137,609711234,277809364,277809364,1
r07-o26-cpp-6291456,7,cpp,6291456,1221,120029184,614671370,257963754663396029,257963754663396029,1349158145,930226495,1349158162,614705312,614705312,1
r07-o27-c-8388608,7,c,8388608,916,120061952,874403646,257992015106286337,257992015106286337,1919248221,750387537,1919248232,874433930,874433930,1
