round,sample_id,variant,implementation,value_type,footprint_bytes,passes,shuffle_key
5,r05-o029-cpp_unroll-u2-double-8388608,cpp_unroll,u2,double,8388608,256,0204038109
5,r05-o030-c-scalar-int-67108864,c,scalar,int,67108864,32,0223422415
5,r05-o031-cpp-scalar-float-67108864,cpp,scalar,float,67108864,32,0224194513
5,r05-o032-cpp_native-scalar-float-262144,cpp_native,scalar,float,262144,8192,0227634755
5,r05-o033-go-scalar-string16-32768,go,scalar,string16,32768,65536,0229694140
5,r05-o034-rust-scalar-double-67108864,rust,scalar,double,67108864,32,0262170336
5,r05-o035-cpp-avx2-int-262144,cpp,avx2,int,262144,8192,0270191768
5,r05-o036-cpp_unroll-u8-double-32768,cpp_unroll,u8,double,32768,65536,0272464126
5,r05-o037-go-scalar-short-67108864,go,scalar,short,67108864,32,0280997887
5,r05-o038-rust-scalar-int-262144,rust,scalar,int,262144,8192,0283384809
5,r05-o039-rust-avx2-string16-32768,rust,avx2,string16,32768,65536,0286278249
5,r05-o040-c-avx2-int-262144,c,avx2,int,262144,8192,0302801225
5,r05-o041-c-scalar-double-8388608,c,scalar,double,8388608,256,0304286114
5,r05-o042-rust-avx2-float-32768,rust,avx2,float,32768,65536,0310561955
5,r05-o043-cpp-avx2-double-8388608,cpp,avx2,double,8388608,256,0332555533
5,r05-o044-c-scalar-double-32768,c,scalar,double,32768,65536,0337281050
5,r05-o045-cpp-avx2-double-67108864,cpp,avx2,double,67108864,32,0347872118
5,r05-o046-clangpp-scalar-string16-67108864,clangpp,scalar,string16,67108864,32,0369967552
5,r05-o047-cpp_native-scalar-double-67108864,cpp_native,scalar,double,67108864,32,0374353238
5,r05-o048-clangpp-scalar-short-1048576,clangpp,scalar,short,1048576,2048,0387306172
5,r05-o049-cpp_native-scalar-double-262144,cpp_native,scalar,double,262144,8192,0391427246
5,r05-o050-cpp-avx2-short-32768,cpp,avx2,short,32768,65536,0397619907
5,r05-o051-rust-avx2-string16-67108864,rust,avx2,string16,67108864,32,0407531608
5,r05-o052-c-scalar-short-32768,c,scalar,short,32768,65536,0416342985
5,r05-o053-rust_unroll-u1-double-32768,rust_unroll,u1,double,32768,65536,0419866730
5,r05-o054-cpp_native-scalar-short-32768,cpp_native,scalar,short,32768,65536,0423590155
5,r05-o055-rust-scalar-int-67108864,rust,scalar,int,67108864,32,0428484903
5,r05-o056-rust-scalar-double-262144,rust,scalar,double,262144,8192,0445204018
5,r05-o057-cpp-avx2-float-67108864,cpp,avx2,float,67108864,32,0448040054
5,r05-o058-clangpp-scalar-int-1048576,clangpp,scalar,int,1048576,2048,0448061638
5,r05-o059-rust_unroll-u2-double-262144,rust_unroll,u2,double,262144,8192,0453392262
5,r05-o060-c-scalar-string16-32768,c,scalar,string16,32768,65536,0462669431
5,r05-o061-cpp_unroll-u1-float-1048576,cpp_unroll,u1,float,1048576,2048,0472439170
5,r05-o062-rust_unroll-u8-double-262144,rust_unroll,u8,double,262144,8192,0497720367
5,r05-o063-c-scalar-string16-67108864,c,scalar,string16,67108864,32,0510272093
5,r05-o064-rust-scalar-short-32768,rust,scalar,short,32768,65536,0542288925
5,r05-o065-clangpp-scalar-string16-32768,clangpp,scalar,string16,32768,65536,0560483362
5,r05-o066-go-scalar-int-262144,go,scalar,int,262144,8192,0570440983
5,r05-o067-rust-scalar-float-67108864,rust,scalar,float,67108864,32,0570699401
5,r05-o068-rust-scalar-double-1048576,rust,scalar,double,1048576,2048,0574297349
5,r05-o069-go-scalar-double-262144,go,scalar,double,262144,8192,0577271369
5,r05-o070-cpp-scalar-string16-1048576,cpp,scalar,string16,1048576,2048,0583341234
5,r05-o071-clangpp-scalar-double-67108864,clangpp,scalar,double,67108864,32,0585965661
5,r05-o072-rust_unroll-u2-float-32768,rust_unroll,u2,float,32768,65536,0592794616
5,r05-o073-go-scalar-string16-1048576,go,scalar,string16,1048576,2048,0597230775
5,r05-o074-cpp-scalar-int-1048576,cpp,scalar,int,1048576,2048,0599049810
5,r05-o075-cpp_native-scalar-short-8388608,cpp_native,scalar,short,8388608,256,0635781509
5,r05-o076-go-scalar-double-32768,go,scalar,double,32768,65536,0641307494
5,r05-o077-cpp-scalar-int-262144,cpp,scalar,int,262144,8192,0648781941
5,r05-o078-cpp_native-scalar-string16-67108864,cpp_native,scalar,string16,67108864,32,0653808294
5,r05-o079-c-avx2-short-32768,c,avx2,short,32768,65536,0656636183
5,r05-o080-go-scalar-int-67108864,go,scalar,int,67108864,32,0659017301
5,r05-o081-cpp-scalar-string16-8388608,cpp,scalar,string16,8388608,256,0659126950
5,r05-o082-cpp_native-scalar-string16-32768,cpp_native,scalar,string16,32768,65536,0659801682
5,r05-o083-rust-avx2-float-67108864,rust,avx2,float,67108864,32,0662612308
5,r05-o084-cpp_native-scalar-short-1048576,cpp_native,scalar,short,1048576,2048,0671560594
5,r05-o085-cpp_native-scalar-int-32768,cpp_native,scalar,int,32768,65536,0690875747
5,r05-o086-rust_unroll-u2-double-1048576,rust_unroll,u2,double,1048576,2048,0692032425
5,r05-o087-go-scalar-double-8388608,go,scalar,double,8388608,256,0701119680
5,r05-o088-go-scalar-int-1048576,go,scalar,int,1048576,2048,0721368559
5,r05-o089-rust_unroll-u1-double-67108864,rust_unroll,u1,double,67108864,32,0723125593
5,r05-o090-cpp-scalar-double-32768,cpp,scalar,double,32768,65536,0729861530
5,r05-o091-cpp_unroll-u8-double-67108864,cpp_unroll,u8,double,67108864,32,0730286973
5,r05-o092-rust_unroll-u1-float-32768,rust_unroll,u1,float,32768,65536,0738408178
5,r05-o093-c-avx2-int-1048576,c,avx2,int,1048576,2048,0744230493
5,r05-o094-rust-scalar-int-32768,rust,scalar,int,32768,65536,0748873560
5,r05-o095-cpp-avx2-int-1048576,cpp,avx2,int,1048576,2048,0758644897
5,r05-o096-go-scalar-int-32768,go,scalar,int,32768,65536,0760401917
5,r05-o097-cpp_unroll-u2-double-67108864,cpp_unroll,u2,double,67108864,32,0763554397
5,r05-o098-cpp_unroll-u2-float-8388608,cpp_unroll,u2,float,8388608,256,0771109044
5,r05-o099-rust-scalar-int-8388608,rust,scalar,int,8388608,256,0771654458
5,r05-o100-rust_unroll-u1-double-1048576,rust_unroll,u1,double,1048576,2048,0785480108
5,r05-o101-rust_unroll-u2-double-32768,rust_unroll,u2,double,32768,65536,0796301365
5,r05-o102-clangpp-scalar-short-67108864,clangpp,scalar,short,67108864,32,0802190544
5,r05-o103-c-scalar-double-262144,c,scalar,double,262144,8192,0820036643
5,r05-o104-cpp_native-scalar-double-8388608,cpp_native,scalar,double,8388608,256,0835093325
5,r05-o105-rust_unroll-u8-float-67108864,rust_unroll,u8,float,67108864,32,0842123383
5,r05-o106-c-avx2-short-8388608,c,avx2,short,8388608,256,0843391425
5,r05-o107-go-scalar-short-8388608,go,scalar,short,8388608,256,0845190183
5,r05-o108-cpp-scalar-float-8388608,cpp,scalar,float,8388608,256,0849459861
5,r05-o109-c-avx2-float-32768,c,avx2,float,32768,65536,0864540064
5,r05-o110-cpp-scalar-int-8388608,cpp,scalar,int,8388608,256,0866071655
5,r05-o111-cpp_native-scalar-int-8388608,cpp_native,scalar,int,8388608,256,0878465132
5,r05-o112-rust_unroll-u8-double-67108864,rust_unroll,u8,double,67108864,32,0891187129
5,r05-o113-c-avx2-double-262144,c,avx2,double,262144,8192,0892951195
5,r05-o114-cpp-avx2-float-32768,cpp,avx2,float,32768,65536,0923239790
5,r05-o115-cpp_unroll-u8-double-262144,cpp_unroll,u8,double,262144,8192,0925971918
5,r05-o116-cpp-scalar-double-1048576,cpp,scalar,double,1048576,2048,0926668109
5,r05-o117-cpp_native-scalar-short-262144,cpp_native,scalar,short,262144,8192,0928568918
5,r05-o118-cpp_unroll-u2-float-1048576,cpp_unroll,u2,float,1048576,2048,0934710334
5,r05-o119-rust-scalar-short-1048576,rust,scalar,short,1048576,2048,0936602165
5,r05-o120-rust-scalar-string16-8388608,rust,scalar,string16,8388608,256,0939213182
5,r05-o121-clangpp-scalar-int-67108864,clangpp,scalar,int,67108864,32,0958600206
5,r05-o122-rust-avx2-short-262144,rust,avx2,short,262144,8192,0960234461
5,r05-o123-cpp_native-scalar-double-32768,cpp_native,scalar,double,32768,65536,0960372085
5,r05-o124-rust_unroll-u8-float-262144,rust_unroll,u8,float,262144,8192,0963920203
5,r05-o125-cpp-scalar-short-32768,cpp,scalar,short,32768,65536,0975744664
5,r05-o126-rust-avx2-int-32768,rust,avx2,int,32768,65536,0979748456
5,r05-o127-cpp_unroll-u1-double-32768,cpp_unroll,u1,double,32768,65536,0981171879
5,r05-o128-cpp_unroll-u1-float-8388608,cpp_unroll,u1,float,8388608,256,0982327577
5,r05-o129-rust_unroll-u2-double-8388608,rust_unroll,u2,double,8388608,256,0989058090
5,r05-o130-cpp_native-scalar-int-262144,cpp_native,scalar,int,262144,8192,0989629174
5,r05-o131-cpp_native-scalar-string16-8388608,cpp_native,scalar,string16,8388608,256,0995389632
5,r05-o132-cpp_unroll-u1-float-32768,cpp_unroll,u1,float,32768,65536,1008043248
5,r05-o133-cpp-scalar-float-262144,cpp,scalar,float,262144,8192,1019621383
5,r05-o134-cpp_native-scalar-double-1048576,cpp_native,scalar,double,1048576,2048,1023465360
5,r05-o135-c-scalar-float-32768,c,scalar,float,32768,65536,1033060408
5,r05-o136-cpp_unroll-u8-float-1048576,cpp_unroll,u8,float,1048576,2048,1041865235
5,r05-o137-cpp-avx2-float-1048576,cpp,avx2,float,1048576,2048,1053168280
5,r05-o138-c-avx2-string16-8388608,c,avx2,string16,8388608,256,1064331497
5,r05-o139-clangpp-scalar-int-8388608,clangpp,scalar,int,8388608,256,1075518961
5,r05-o140-go-scalar-string16-67108864,go,scalar,string16,67108864,32,1078280585
5,r05-o141-cpp-scalar-int-67108864,cpp,scalar,int,67108864,32,1080702356
5,r05-o142-clangpp-scalar-string16-262144,clangpp,scalar,string16,262144,8192,1093382196
5,r05-o143-rust-scalar-float-8388608,rust,scalar,float,8388608,256,1098822674
5,r05-o144-c-avx2-double-32768,c,avx2,double,32768,65536,1103322645
5,r05-o145-go-scalar-string16-8388608,go,scalar,string16,8388608,256,1106262697
5,r05-o146-cpp-scalar-short-1048576,cpp,scalar,short,1048576,2048,1113706390
5,r05-o147-cpp-avx2-short-1048576,cpp,avx2,short,1048576,2048,1117584840
5,r05-o148-rust-scalar-string16-32768,rust,scalar,string16,32768,65536,1120966196
5,r05-o149-cpp-avx2-float-262144,cpp,avx2,float,262144,8192,1127260546
5,r05-o150-cpp-scalar-float-32768,cpp,scalar,float,32768,65536,1137981476
5,r05-o151-c-scalar-short-262144,c,scalar,short,262144,8192,1140260309
5,r05-o152-rust-scalar-double-32768,rust,scalar,double,32768,65536,1144820739
5,r05-o153-c-avx2-double-67108864,c,avx2,double,67108864,32,1147940801
5,r05-o154-rust-scalar-short-262144,rust,scalar,short,262144,8192,1150525392
5,r05-o155-c-avx2-float-67108864,c,avx2,float,67108864,32,1172106278
5,r05-o156-c-avx2-string16-1048576,c,avx2,string16,1048576,2048,1173216954
5,r05-o157-c-avx2-int-67108864,c,avx2,int,67108864,32,1174793015
5,r05-o158-c-scalar-short-67108864,c,scalar,short,67108864,32,1196564745
5,r05-o159-go-scalar-float-32768,go,scalar,float,32768,65536,1203168445
5,r05-o160-clangpp-scalar-float-8388608,clangpp,scalar,float,8388608,256,1213942990
5,r05-o161-cpp_unroll-u8-float-32768,cpp_unroll,u8,float,32768,65536,1219800306
5,r05-o162-rust-avx2-int-8388608,rust,avx2,int,8388608,256,1226894974
5,r05-o163-rust-scalar-string16-67108864,rust,scalar,string16,67108864,32,1232236505
5,r05-o164-cpp-avx2-string16-8388608,cpp,avx2,string16,8388608,256,1233287167
5,r05-o165-rust-scalar-float-1048576,rust,scalar,float,1048576,2048,1237324978
5,r05-o166-cpp-scalar-double-8388608,cpp,scalar,double,8388608,256,1259406176
5,r05-o167-go-scalar-short-32768,go,scalar,short,32768,65536,1262110367
5,r05-o168-rust_unroll-u1-float-67108864,rust_unroll,u1,float,67108864,32,1265786860
5,r05-o169-rust-avx2-double-1048576,rust,avx2,double,1048576,2048,1268181038
5,r05-o170-cpp_unroll-u8-float-262144,cpp_unroll,u8,float,262144,8192,1273937480
5,r05-o171-go-scalar-short-1048576,go,scalar,short,1048576,2048,1278604653
5,r05-o172-c-scalar-float-1048576,c,scalar,float,1048576,2048,1300110520
5,r05-o173-cpp_unroll-u8-float-67108864,cpp_unroll,u8,float,67108864,32,1308903846
5,r05-o174-clangpp-scalar-double-8388608,clangpp,scalar,double,8388608,256,1310942110
5,r05-o175-go-scalar-float-1048576,go,scalar,float,1048576,2048,1311065057
5,r05-o176-cpp-avx2-double-32768,cpp,avx2,double,32768,65536,1313647767
5,r05-o177-clangpp-scalar-float-32768,clangpp,scalar,float,32768,65536,1314847977
5,r05-o178-rust_unroll-u2-float-67108864,rust_unroll,u2,float,67108864,32,1320968884
5,r05-o179-cpp-avx2-string16-262144,cpp,avx2,string16,262144,8192,1325906624
5,r05-o180-rust-avx2-double-67108864,rust,avx2,double,67108864,32,1328156439
5,r05-o181-cpp-avx2-int-67108864,cpp,avx2,int,67108864,32,1335991067
5,r05-o182-rust_unroll-u1-float-8388608,rust_unroll,u1,float,8388608,256,1348593101
5,r05-o183-go-scalar-short-262144,go,scalar,short,262144,8192,1365943714
5,r05-o184-rust_unroll-u8-float-8388608,rust_unroll,u8,float,8388608,256,1374342917
5,r05-o185-cpp-scalar-string16-262144,cpp,scalar,string16,262144,8192,1379409196
5,r05-o186-cpp-avx2-string16-1048576,cpp,avx2,string16,1048576,2048,1383515563
5,r05-o187-rust-avx2-float-1048576,rust,avx2,float,1048576,2048,1383923849
5,r05-o188-rust-avx2-string16-1048576,rust,avx2,string16,1048576,2048,1393672526
5,r05-o189-rust_unroll-u8-float-32768,rust_unroll,u8,float,32768,65536,1404552840
5,r05-o190-clangpp-scalar-int-32768,clangpp,scalar,int,32768,65536,1419739281
5,r05-o191-clangpp-scalar-double-262144,clangpp,scalar,double,262144,8192,1442969688
5,r05-o192-c-scalar-float-67108864,c,scalar,float,67108864,32,1444856973
5,r05-o193-cpp-avx2-short-262144,cpp,avx2,short,262144,8192,1449177558
5,r05-o194-clangpp-scalar-double-32768,clangpp,scalar,double,32768,65536,1477745640
5,r05-o195-cpp_unroll-u1-float-67108864,cpp_unroll,u1,float,67108864,32,1495543607
5,r05-o196-c-scalar-short-1048576,c,scalar,short,1048576,2048,1499503129
5,r05-o197-c-avx2-short-67108864,c,avx2,short,67108864,32,1499979996
5,r05-o198-c-avx2-double-1048576,c,avx2,double,1048576,2048,1502854908
5,r05-o199-cpp_unroll-u1-double-8388608,cpp_unroll,u1,double,8388608,256,1505034339
5,r05-o200-cpp_unroll-u2-float-262144,cpp_unroll,u2,float,262144,8192,1512035413
5,r05-o201-cpp_unroll-u1-double-262144,cpp_unroll,u1,double,262144,8192,1543420271
5,r05-o202-rust-avx2-int-262144,rust,avx2,int,262144,8192,1552845342
5,r05-o203-go-scalar-double-67108864,go,scalar,double,67108864,32,1553280207
5,r05-o204-c-scalar-double-67108864,c,scalar,double,67108864,32,1554347061
5,r05-o205-cpp-scalar-short-262144,cpp,scalar,short,262144,8192,1559329940
5,r05-o206-rust_unroll-u8-double-1048576,rust_unroll,u8,double,1048576,2048,1560276468
5,r05-o207-cpp_native-scalar-float-8388608,cpp_native,scalar,float,8388608,256,1562998490
5,r05-o208-c-scalar-double-1048576,c,scalar,double,1048576,2048,1570212749
5,r05-o209-cpp_unroll-u1-float-262144,cpp_unroll,u1,float,262144,8192,1571150482
5,r05-o210-c-scalar-string16-8388608,c,scalar,string16,8388608,256,1573197717
5,r05-o211-cpp_unroll-u2-float-32768,cpp_unroll,u2,float,32768,65536,1575175945
5,r05-o212-c-scalar-short-8388608,c,scalar,short,8388608,256,1579217824
5,r05-o213-clangpp-scalar-float-1048576,clangpp,scalar,float,1048576,2048,1579841017
5,r05-o214-rust_unroll-u1-double-262144,rust_unroll,u1,double,262144,8192,1583747091
5,r05-o215-rust_unroll-u8-double-32768,rust_unroll,u8,double,32768,65536,1584586403
5,r05-o216-go-scalar-float-262144,go,scalar,float,262144,8192,1596259127
5,r05-o217-rust_unroll-u2-float-8388608,rust_unroll,u2,float,8388608,256,1610050634
5,r05-o218-cpp-avx2-string16-67108864,cpp,avx2,string16,67108864,32,1610659770
5,r05-o219-rust-avx2-float-8388608,rust,avx2,float,8388608,256,1614307850
5,r05-o220-c-scalar-int-262144,c,scalar,int,262144,8192,1616198514
5,r05-o221-rust-avx2-int-1048576,rust,avx2,int,1048576,2048,1628288794
5,r05-o222-cpp_native-scalar-float-1048576,cpp_native,scalar,float,1048576,2048,1630920553
5,r05-o223-rust-avx2-double-262144,rust,avx2,double,262144,8192,1638210489
5,r05-o224-c-avx2-int-8388608,c,avx2,int,8388608,256,1643680587
5,r05-o225-rust-scalar-float-32768,rust,scalar,float,32768,65536,1648363113
5,r05-o226-cpp-avx2-int-8388608,cpp,avx2,int,8388608,256,1656674443
5,r05-o227-cpp-scalar-double-262144,cpp,scalar,double,262144,8192,1676685595
5,r05-o228-go-scalar-float-67108864,go,scalar,float,67108864,32,1681816674
5,r05-o229-rust-avx2-float-262144,rust,avx2,float,262144,8192,1700273745
5,r05-o230-rust_unroll-u8-double-8388608,rust_unroll,u8,double,8388608,256,1706402891
5,r05-o231-c-avx2-string16-262144,c,avx2,string16,262144,8192,1712325647
5,r05-o232-rust_unroll-u2-float-262144,rust_unroll,u2,float,262144,8192,1716796308
5,r05-o233-rust-scalar-float-262144,rust,scalar,float,262144,8192,1719222626
5,r05-o234-c-scalar-float-8388608,c,scalar,float,8388608,256,1720294639
5,r05-o235-c-scalar-int-1048576,c,scalar,int,1048576,2048,1732541078
5,r05-o236-clangpp-scalar-int-262144,clangpp,scalar,int,262144,8192,1736690087
5,r05-o237-cpp-scalar-string16-67108864,cpp,scalar,string16,67108864,32,1746773145
5,r05-o238-cpp-scalar-short-8388608,cpp,scalar,short,8388608,256,1763016339
5,r05-o239-cpp_native-scalar-int-1048576,cpp_native,scalar,int,1048576,2048,1763614286
5,r05-o240-c-avx2-short-262144,c,avx2,short,262144,8192,1774043520
5,r05-o241-clangpp-scalar-short-32768,clangpp,scalar,short,32768,65536,1783297620
5,r05-o242-c-avx2-short-1048576,c,avx2,short,1048576,2048,1796846148
5,r05-o243-rust-avx2-short-67108864,rust,avx2,short,67108864,32,1799411828
5,r05-o244-rust_unroll-u1-float-1048576,rust_unroll,u1,float,1048576,2048,1810158547
5,r05-o245-clangpp-scalar-short-8388608,clangpp,scalar,short,8388608,256,1811081477
5,r05-o246-clangpp-scalar-short-262144,clangpp,scalar,short,262144,8192,1824908672
5,r05-o247-cpp_unroll-u2-double-262144,cpp_unroll,u2,double,262144,8192,1824991314
5,r05-o248-cpp-scalar-double-67108864,cpp,scalar,double,67108864,32,1828442420
5,r05-o249-c-scalar-string16-262144,c,scalar,string16,262144,8192,1833658648
5,r05-o250-cpp-avx2-string16-32768,cpp,avx2,string16,32768,65536,1836050134
5,r05-o251-c-scalar-string16-1048576,c,scalar,string16,1048576,2048,1850602856
5,r05-o252-c-avx2-string16-32768,c,avx2,string16,32768,65536,1854253760
5,r05-o253-go-scalar-double-1048576,go,scalar,double,1048576,2048,1865933174
5,r05-o254-go-scalar-int-8388608,go,scalar,int,8388608,256,1881859031
5,r05-o255-rust-avx2-string16-8388608,rust,avx2,string16,8388608,256,1893776624
5,r05-o256-rust-scalar-short-8388608,rust,scalar,short,8388608,256,1897370071
5,r05-o257-c-avx2-float-8388608,c,avx2,float,8388608,256,1906293611
5,r05-o258-cpp_unroll-u2-double-32768,cpp_unroll,u2,double,32768,65536,1911734681
5,r05-o259-cpp-scalar-string16-32768,cpp,scalar,string16,32768,65536,1912259307
5,r05-o260-rust_unroll-u1-float-262144,rust_unroll,u1,float,262144,8192,1915070979
5,r05-o261-cpp_unroll-u1-double-1048576,cpp_unroll,u1,double,1048576,2048,1937219717
5,r05-o262-rust-scalar-int-1048576,rust,scalar,int,1048576,2048,1944767496
5,r05-o263-cpp-scalar-int-32768,cpp,scalar,int,32768,65536,1980444383
5,r05-o264-clangpp-scalar-float-67108864,clangpp,scalar,float,67108864,32,2003278248
5,r05-o265-rust_unroll-u8-float-1048576,rust_unroll,u8,float,1048576,2048,2011423111
5,r05-o266-cpp_unroll-u8-double-1048576,cpp_unroll,u8,double,1048576,2048,2013308767
5,r05-o267-cpp_unroll-u2-float-67108864,cpp_unroll,u2,float,67108864,32,2018093120
5,r05-o268-cpp-avx2-double-1048576,cpp,avx2,double,1048576,2048,2018386156
5,r05-o269-rust-avx2-string16-262144,rust,avx2,string16,262144,8192,2027572681
5,r05-o270-c-scalar-int-8388608,c,scalar,int,8388608,256,2034711017
5,r05-o271-cpp-avx2-int-32768,cpp,avx2,int,32768,65536,2058157199
5,r05-o272-rust-scalar-short-67108864,rust,scalar,short,67108864,32,2068119985
5,r05-o273-cpp-scalar-short-67108864,cpp,scalar,short,67108864,32,2079736553
5,r05-o274-cpp_native-scalar-string16-1048576,cpp_native,scalar,string16,1048576,2048,2081884364
5,r05-o275-rust-avx2-short-8388608,rust,avx2,short,8388608,256,2084792745
5,r05-o276-rust_unroll-u1-double-8388608,rust_unroll,u1,double,8388608,256,2086505483
5,r05-o277-clangpp-scalar-string16-1048576,clangpp,scalar,string16,1048576,2048,2093874444
5,r05-o278-c-avx2-string16-67108864,c,avx2,string16,67108864,32,2094404506
5,r05-o279-clangpp-scalar-string16-8388608,clangpp,scalar,string16,8388608,256,2095440269
5,r05-o280-cpp_native-scalar-string16-262144,cpp_native,scalar,string16,262144,8192,2104506812
5,r05-o281-cpp_native-scalar-float-67108864,cpp_native,scalar,float,67108864,32,2104624386
5,r05-o282-cpp_unroll-u8-float-8388608,cpp_unroll,u8,float,8388608,256,2104713239
5,r05-o283-clangpp-scalar-double-1048576,clangpp,scalar,double,1048576,2048,2105202650
5,r05-o284-cpp-scalar-float-1048576,cpp,scalar,float,1048576,2048,2113556847
5,r05-o285-rust_unroll-u2-double-67108864,rust_unroll,u2,double,67108864,32,2114105933
6,r06-o001-go-scalar-string16-8388608,go,scalar,string16,8388608,256,0006261858
6,r06-o002-c-scalar-int-1048576,c,scalar,int,1048576,2048,0006992932
6,r06-o003-c-avx2-double-32768,c,avx2,double,32768,65536,0010665936
6,r06-o004-rust-avx2-string16-262144,rust,avx2,string16,262144,8192,0020690306
6,r06-o005-c-avx2-float-8388608,c,avx2,float,8388608,256,0024447725
6,r06-o006-cpp_unroll-u2-float-32768,cpp_unroll,u2,float,32768,65536,0026743423
6,r06-o007-rust-avx2-double-1048576,rust,avx2,double,1048576,2048,0027621250
6,r06-o008-c-avx2-short-67108864,c,avx2,short,67108864,32,0030105199
6,r06-o009-cpp-scalar-int-1048576,cpp,scalar,int,1048576,2048,0031562688
6,r06-o010-cpp-scalar-short-67108864,cpp,scalar,short,67108864,32,0066524306
6,r06-o011-c-avx2-int-262144,c,avx2,int,262144,8192,0066616565
6,r06-o012-go-scalar-float-67108864,go,scalar,float,67108864,32,0067599141
6,r06-o013-c-scalar-float-1048576,c,scalar,float,1048576,2048,0077087546
6,r06-o014-rust-avx2-float-67108864,rust,avx2,float,67108864,32,0099177630
6,r06-o015-go-scalar-double-8388608,go,scalar,double,8388608,256,0101793094
6,r06-o016-cpp-avx2-string16-32768,cpp,avx2,string16,32768,65536,0147560587
6,r06-o017-clangpp-scalar-short-262144,clangpp,scalar,short,262144,8192,0151496845
6,r06-o018-rust-scalar-int-262144,rust,scalar,int,262144,8192,0158395291
6,r06-o019-rust-avx2-string16-1048576,rust,avx2,string16,1048576,2048,0161865071
6,r06-o020-cpp_native-scalar-string16-262144,cpp_native,scalar,string16,262144,8192,0168739023
6,r06-o021-cpp-avx2-int-8388608,cpp,avx2,int,8388608,256,0182412911
6,r06-o022-rust-avx2-int-262144,rust,avx2,int,262144,8192,0190213556
6,r06-o023-rust-scalar-double-32768,rust,scalar,double,32768,65536,0190510384
6,r06-o024-rust_unroll-u8-double-67108864,rust_unroll,u8,double,67108864,32,0197705055
6,r06-o025-go-scalar-short-67108864,go,scalar,short,67108864,32,0201513020
6,r06-o026-cpp_native-scalar-double-1048576,cpp_native,scalar,double,1048576,2048,0202736697
6,r06-o027-cpp_unroll-u2-float-8388608,cpp_unroll,u2,float,8388608,256,0206492909
6,r06-o028-rust_unroll-u1-double-262144,rust_unroll,u1,double,262144,8192,0209286691
6,r06-o029-go-scalar-double-67108864,go,scalar,double,67108864,32,0211856138
6,r06-o030-cpp_native-scalar-string16-67108864,cpp_native,scalar,string16,67108864,32,0214245181
6,r06-o031-cpp_native-scalar-double-8388608,cpp_native,scalar,double,8388608,256,0220121508
6,r06-o032-rust-scalar-short-8388608,rust,scalar,short,8388608,256,0235151933
6,r06-o033-cpp-avx2-string16-1048576,cpp,avx2,string16,1048576,2048,0235494692
6,r06-o034-cpp-avx2-double-1048576,cpp,avx2,double,1048576,2048,0237195051
6,r06-o035-cpp-avx2-double-67108864,cpp,avx2,double,67108864,32,0238895922
6,r06-o036-go-scalar-int-32768,go,scalar,int,32768,65536,0255600951
6,r06-o037-rust-scalar-string16-32768,rust,scalar,string16,32768,65536,0261839985
6,r06-o038-c-scalar-float-262144,c,scalar,float,262144,8192,0262214284
6,r06-o039-cpp-scalar-float-262144,cpp,scalar,float,262144,8192,0263783509
6,r06-o040-c-scalar-int-67108864,c,scalar,int,67108864,32,0289166986
6,r06-o041-cpp_unroll-u2-float-262144,cpp_unroll,u2,float,262144,8192,0294099786
6,r06-o042-rust-avx2-float-1048576,rust,avx2,float,1048576,2048,0326896030
6,r06-o043-cpp_unroll-u1-float-32768,cpp_unroll,u1,float,32768,65536,0334446552
6,r06-o044-rust-scalar-string16-8388608,rust,scalar,string16,8388608,256,0335058131
6,r06-o045-cpp_unroll-u8-double-67108864,cpp_unroll,u8,double,67108864,32,0355093414
6,r06-o046-go-scalar-float-262144,go,scalar,float,262144,8192,0355739716
6,r06-o047-cpp-scalar-string16-67108864,cpp,scalar,string16,67108864,32,0357019822
6,r06-o048-go-scalar-string16-1048576,go,scalar,string16,1048576,2048,0357773192
6,r06-o049-clangpp-scalar-int-32768,clangpp,scalar,int,32768,65536,0388723038
6,r06-o050-cpp-scalar-double-1048576,cpp,scalar,double,1048576,2048,0391094443
6,r06-o051-rust_unroll-u2-double-8388608,rust_unroll,u2,double,8388608,256,0397303109
6,r06-o052-c-scalar-int-8388608,c,scalar,int,8388608,256,0400887993
6,r06-o053-c-scalar-double-1048576,c,scalar,double,1048576,2048,0407392458
6,r06-o054-c-avx2-string16-32768,c,avx2,string16,32768,65536,0412756867
6,r06-o055-cpp_native-scalar-short-8388608,cpp_native,scalar,short,8388608,256,0428857896
6,r06-o056-rust-scalar-string16-1048576,rust,scalar,string16,1048576,2048,0447201025
6,r06-o057-cpp_unroll-u8-double-8388608,cpp_unroll,u8,double,8388608,256,0459168731
6,r06-o058-cpp-avx2-double-32768,cpp,avx2,double,32768,65536,0479349184
6,r06-o059-clangpp-scalar-short-32768,clangpp,scalar,short,32768,65536,0496934885
6,r06-o060-cpp-avx2-float-67108864,cpp,avx2,float,67108864,32,0531181342
6,r06-o061-rust_unroll-u8-float-32768,rust_unroll,u8,float,32768,65536,0535984113
6,r06-o062-cpp_unroll-u2-double-262144,cpp_unroll,u2,double,262144,8192,0542587982
6,r06-o063-cpp_unroll-u2-double-1048576,cpp_unroll,u2,double,1048576,2048,0553920310
6,r06-o064-cpp-avx2-int-67108864,cpp,avx2,int,67108864,32,0570674181
6,r06-o065-rust-avx2-double-262144,rust,avx2,double,262144,8192,0583016735
