mode,state,perf_profile,round,repetition,iterations,target_instructions_per_iteration,dynamic_target_instructions,tsc_ticks,wall_ns,cpu_before,cpu_after,minor_faults,major_faults,checksum,cycles,cycles_enabled,cycles_running,instructions,instructions_enabled,instructions_running,ref_cycles,ref_cycles_enabled,ref_cycles_running,branches,branches_enabled,branches_running,branch_misses,branch_misses_enabled,branch_misses_running,uops_issued_any,uops_issued_any_enabled,uops_issued_any_running,uops_retired_all,uops_retired_all_enabled,uops_retired_all_running,port0_active_cycles,port0_active_cycles_enabled,port0_active_cycles_running,port1_active_cycles,port1_active_cycles_enabled,port1_active_cycles_running,port5_active_cycles,port5_active_cycles_enabled,port5_active_cycles_running
add_throughput_8,warm,basic,13,0,12000000,128,1536000000,279262742,127231669,4,4,0,0,4608000008,397224568,127251749,127251749,1560000703,127250093,127250093,273492054,127249039,127249039,12000272,127247553,127247553,24,127245435,127245435,,,,,,,,,,,,,,,
empty,warm,basic,13,0,80000,0,0,55102,25167,4,4,0,0,0,81420,43143,43143,160674,42332,42332,56364,41216,41216,80272,39652,39652,24,37359,37359,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,13,0,12000000,128,1536000000,555657664,253156856,4,4,0,0,4608000002,786170170,253179522,253179522,1560000681,253179576,253179576,542155086,253179311,253179311,12000272,253178247,253178247,23,253176247,253176247,,,,,,,,,,,,,,,
timer_only,warm,none,13,0,1,0,0,72,124,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
empty,warm,basic,13,0,12000000,0,0,8660398,3945724,4,4,0,0,0,12066722,3963884,3963884,24000674,3963104,3963104,8325658,3962029,3962029,12000272,3960500,3960500,21,3958280,3958280,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,13,0,12000000,128,1536000000,1095460362,499090089,4,4,0,0,9257036380270100488,1541227814,499113419,499113419,1560000702,499113209,499113209,1069870912,499113047,499113047,12000272,499111575,499111575,56,499109560,499109560,,,,,,,,,,,,,,,
add_latency,warm,basic,14,0,80000,128,10240000,7346838,3347297,4,4,0,0,30720001,10291149,3365711,3365711,10400674,3365163,3365163,7100940,3364180,3364180,80272,3362652,3362652,23,3360425,3360425,,,,,,,,,,,,,,,
shift_latency,warm,basic,14,0,12000000,128,1536000000,1087536208,495479701,4,4,0,0,0,1541199194,495502497,495502497,1560000674,495501945,495501945,1062030728,495501528,495501528,12000272,495500322,495500322,82,495498343,495498343,,,,,,,,,,,,,,,
add_latency,warm,expanded,14,0,12000000,128,1536000000,1106649090,504187617,4,4,0,0,4608000001,765729684,504240860,250885659,934153467,504240505,301885841,750578466,504239299,352896055,8429940,504237629,353887077,43,504235224,354244108,1088762334,504232340,354237711,1088182004,504228614,354220479,146153351,504224034,200363810,148385417,504219280,199985285,155730986,504214557,200003162
xor_break,warm,basic,14,0,12000000,384,4608000000,1086360836,494944254,4,4,0,0,1,1541054503,494965975,494965975,4632000674,494965425,494965425,1061575460,494965267,494965267,12000272,494964089,494964089,39,494962248,494962248,,,,,,,,,,,,,,,
empty,warm,basic,14,0,80000,0,0,55106,25149,4,4,0,0,0,81415,43196,43196,160674,42247,42247,56408,41091,41091,80272,39487,39487,22,37222,37222,,,,,,,,,,,,,,,
add_latency,warm,basic,14,0,12000000,128,1536000000,1098282118,500375620,4,4,0,0,4608000001,1541078991,500398038,500398038,1560000674,500398346,500398346,1073537652,500398011,500398011,12000272,500396896,500396896,24,500395178,500395178,,,,,,,,,,,,,,,
and_zero_control,warm,basic,14,0,12000000,384,4608000000,5446791792,2481548449,4,4,0,0,1,7705356961,2481570955,2481570955,4632000674,2481570866,2481570866,5321838632,2481570771,2481570771,12000272,2481569533,2481569533,73,2481567665,2481567665,,,,,,,,,,,,,,,
add_latency,warm,basic,14,0,800,128,102400,70418,32135,4,4,0,0,307201,103674,49968,49968,104674,49108,49108,71764,48010,48010,1072,46440,46440,25,44249,44249,,,,,,,,,,,,,,,
imul_throughput_8,warm,basic,14,0,12000000,128,1536000000,1087746238,495575438,4,4,0,0,9257036380270100488,1541247706,495597641,495597641,1560000702,495597480,495597480,1062117012,495597089,495597089,12000272,495596125,495596125,45,495594396,495594396,,,,,,,,,,,,,,,
page_state_probe,cache_evicted,basic,14,0,1,0,0,35816,16536,4,4,3,0,130560,59151,56977,56977,6842,53973,53973,41822,51875,51875,1305,49965,49965,55,47643,47643,,,,,,,,,,,,,,,
add_throughput_1,warm,basic,14,0,12000000,128,1536000000,1086737576,495115891,4,4,0,0,4608000001,1541086349,495138250,495138250,1560000676,495137924,495137924,1061872108,495137379,495137379,12000272,495136160,495136160,30,495134333,495134333,,,,,,,,,,,,,,,
page_state_probe,page_cold,basic,14,0,1,0,0,2222870,1012858,4,4,1027,0,0,735832,1045900,1045900,7866,1042791,1042791,508574,1041142,1041142,2329,1039152,1039152,57,1036274,1036274,,,,,,,,,,,,,,,
shift_throughput,warm,basic,14,0,12000000,128,1536000000,548551964,249929323,4,4,0,0,0,776669146,249950891,249950891,1560000702,249952030,249952030,535662776,249951653,249951653,12000272,249950780,249950780,21,249949206,249949206,,,,,,,,,,,,,,,
xor_throughput,warm,basic,14,0,12000000,128,1536000000,280267762,127689668,4,4,0,0,0,397428049,127710098,127710098,1560000702,127709362,127709362,273724462,127708443,127708443,12000272,127706836,127706836,78,127704575,127704575,,,,,,,,,,,,,,,
page_state_probe,warm,basic,14,0,1,0,0,49368,22766,4,4,3,0,130560,52328,78544,78544,6842,64607,64607,37488,62079,62079,1305,59651,59651,58,56614,56614,,,,,,,,,,,,,,,
add_latency,warm,none,14,0,12000000,128,1536000000,1097253410,499907203,4,4,0,0,4608000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_throughput_4,warm,basic,14,0,12000000,128,1536000000,280771586,127919158,4,4,0,0,4608000004,398093045,127938860,127938860,1560000683,127938034,127938034,274216756,127937072,127937072,12000272,127935652,127935652,40,127933632,127933632,,,,,,,,,,,,,,,
empty,warm,basic,14,0,12000000,0,0,8545784,3893523,4,4,0,0,0,12047436,3911551,3911551,24000674,3910772,3910772,8312832,3909799,3909799,12000272,3908204,3908204,20,3906033,3906033,,,,,,,,,,,,,,,
add_latency,warm,basic,14,0,8,128,1024,720,398,4,4,0,0,3073,2441,18610,18610,1714,17677,17677,2068,16523,16523,280,14771,14771,21,12507,12507,,,,,,,,,,,,,,,
empty,warm,basic,14,0,8,0,0,46,74,4,4,0,0,0,1332,18173,18173,690,17386,17386,1408,16217,16217,280,14583,14583,21,12091,12091,,,,,,,,,,,,,,,
timer_only,warm,none,14,0,1,0,0,64,130,4,4,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add_throughput_8,warm,basic,14,0,12000000,128,1536000000,280317608,127712262,4,4,0,0,4608000008,397386510,127732000,127732000,1560000703,127731387,127731387,273795390,127730450,127730450,12000272,127729072,127729072,29,127727154,127727154,,,,,,,,,,,,,,,
add_throughput_2,warm,basic,14,0,12000000,128,1536000000,553220500,252046402,4,4,0,0,4608000002,785848776,252067176,252067176,1560000681,252065593,252065593,541040852,252064606,252064606,12000272,252063134,252063134,25,252061029,252061029,,,,,,,,,,,,,,,
imul_latency,warm,basic,14,0,12000000,128,1536000000,3259071232,1484827056,4,4,0,0,5482421456486662145,4622666115,1484849600,1484849600,1560000674,1484849882,1484849882,3186918614,1484849600,1484849600,12000272,1484848633,1484848633,71,1484846554,1484846554,,,,,,,,,,,,,,,
empty,warm,basic,14,0,800,0,0,624,347,4,4,0,0,0,2198,19123,19123,2274,18395,18395,2112,17176,17176,1072,15477,15477,22,13097,13097,,,,,,,,,,,,,,,
