sample_id,round,compiler,footprint_bytes,passes,operations,elapsed_ns,checksum,expected_checksum,pmu_cycles,pmu_instructions,pmu_ref_cycles,pmu_time_enabled,pmu_time_running,pmu_available
r06-o13-gcc13_scalar-8388608,6,gcc13_scalar,8388608,160,335544320,2497192967,2634976128,2634976128,5481120561,1677722685,5481120546,2497225594,2497225594,1
r06-o14-clang18_scalar-6291456,6,clang18_scalar,6291456,214,336592896,1879411554,196891892,196891892,4125158269,799411210,4125158268,1879445580,1879445580,1
r06-o15-gcc13_scalar-32768,6,gcc13_scalar,32768,40960,335544320,279557580,3633848320,3633848320,613609183,1677926684,613609172,279585070,279585070,1
r06-o16-gcc13_scalar-36864,6,gcc13_scalar,36864,36409,335545344,287953914,3368420452,3368420452,632038556,1677909049,632038550,287980551,287980551,1
r06-o17-gcc13_scalar-6291456,6,gcc13_scalar,6291456,214,336592896,2079741677,196891892,196891892,4564851511,1682965835,4564851500,2079774778,2079774778,1
r06-o18-clang18_scalar-262144,6,clang18_scalar,262144,5120,335544320,471956215,1812397056,1812397056,1035910241,796964996,1035910238,471984617,471984617,1
r06-o19-clang18_scalar-36864,6,clang18_scalar,36864,36409,335545344,258099670,3368420452,3368420452,566512105,797249029,566512100,258125602,258125602,1
r06-o20-gcc13_auto-6291456,6,gcc13_auto,6291456,214,336592896,1736824604,196891892,196891892,3812190763,967708090,3812190778,1736857903,1736857903,1
r06-o21-clang18_scalar-32768,6,clang18_scalar,32768,40960,335544320,250932419,3633848320,3633848320,550781427,797287556,550781418,250959653,250959653,1
r06-o22-clang18_auto-262144,6,clang18_auto,262144,5120,335544320,457580736,1812397056,1812397056,1004357689,786556031,1004357684,457609527,457609527,1
r06-o23-clang18_scalar-8388608,6,clang18_scalar,8388608,160,335544320,2364606393,2634976128,2634976128,5190121895,796920356,5190121904,2364640840,2364640840,1
r06-o24-gcc13_scalar-536870912,6,gcc13_scalar,536870912,3,402653184,10571088097,1543198232,1543198232,23202664562,2013266219,23202664562,10571120963,10571120963,1
r06-o25-gcc13_scalar-1048576,6,gcc13_scalar,1048576,1280,335544320,779581905,2000108288,2000108288,1710678600,1677728293,1710678618,779481097,779481097,1
r06-o26-clang18_auto-36864,6,clang18_auto,36864,36409,335545344,278014628,3368420452,3368420452,610224272,787309367,610224296,278042884,278042884,1
r06-o27-gcc13_auto-32768,6,gcc13_auto,32768,40960,335544320,254014828,3633848320,3633848320,557544941,965304624,557544966,254040682,254040682,1
r06-o28-gcc13_auto-1048576,6,gcc13_auto,1048576,1280,335544320,719295056,2000108288,2000108288,1578796654,964709424,1578796626,719322744,719322744,1
